VisitID,TreeID,score,note,date
33294,27,<3,"NA
",11/04/2011
33295,27,>3,"NA
",13/04/2011
33296,27,<4,"NA
",19/04/2011
33297,27,>4,"NA
",21/04/2011
33298,27,<6,"NA
",07/05/2011
33299,27,>6,"NA
",15/05/2011
33300,27,<2,"NA
",02/04/2012
33301,27,>2,"NA
",20/04/2012
33302,27,<3,"NA
",22/04/2012
33303,27,>3,"NA
",30/04/2012
33304,27,<4,"NA
",08/05/2012
33305,27,>4,"NA
",14/05/2012
33306,27,>5,"NA
",14/05/2012
33307,27,<6,"NA
",05/06/2012
33308,27,>6,"NA
",09/06/2012
33309,27,>1,"NA
",24/04/2013
33310,27,<2,"NA
",26/04/2013
33311,27,>2,"NA
",30/04/2013
33312,27,<3,"NA
",02/05/2013
33313,27,>3,"NA
",06/05/2013
33314,27,>4,"NA
",10/05/2013
33315,27,>5,"NA
",16/05/2013
33316,27,<6,"NA
",05/06/2013
33317,27,>6,"NA
",09/06/2013
33318,28,<1,"NA
",02/04/2007
33319,28,<2,"NA
",08/04/2007
33320,28,<3,"NA
",12/04/2007
33321,28,<4,"NA
",16/04/2007
33322,28,<6,"NA
",18/05/2007
33323,28,0,"NA
",01/04/2008
33324,28,<1,"NA
",09/04/2008
33325,28,<2,"NA
",21/04/2008
33326,28,<3,"NA
",27/04/2008
33327,28,>3,"NA
",29/04/2008
33328,28,<4,"NA
",07/05/2008
33329,28,>4,"NA
",09/05/2008
33330,28,<5,"NA
",11/05/2008
33331,28,<6,"NA
",19/05/2008
33332,28,0,"NA
",10/04/2009
33333,28,<1,"NA
",14/04/2009
33334,28,<2,"NA
",16/04/2009
33335,28,<3,"NA
",18/04/2009
33336,28,>3,"NA
",22/04/2009
33337,28,<4,"NA
",30/04/2009
33338,28,>4,"NA
",26/04/2009
33339,28,<5,"NA
",10/05/2009
33340,28,<6,"NA
",26/05/2009
33341,28,>6,"NA
",01/06/2009
33342,28,0,"NA
",11/04/2010
33343,28,<1,"NA
",19/04/2010
33344,28,>1,"NA
",23/04/2010
33345,28,<2,"NA
",25/04/2010
33346,28,>2,"NA
",27/04/2010
33347,28,<3,"NA
",29/04/2010
33348,28,>3,"NA
",29/04/2010
33349,28,<4,"NA
",01/05/2010
33350,28,>4,"NA
",09/05/2010
33351,28,<5,"NA
",15/05/2010
33352,28,>5,"NA
",15/05/2010
33353,28,<6,"NA
",25/05/2010
33354,28,<1,"NA
",01/04/2011
33355,28,<2,"NA
",09/04/2011
33356,28,>2,"NA
",11/04/2011
33357,28,<3,"NA
",13/04/2011
33358,28,>3,"NA
",17/04/2011
33359,28,<4,"NA
",21/04/2011
33360,28,>4,"NA
",23/04/2011
33361,28,<6,"NA
",03/05/2011
33362,28,>6,"NA
",13/05/2011
33363,28,<2,"NA
",26/03/2012
33364,28,>2,"NA
",10/04/2012
33365,28,<3,"NA
",20/04/2012
33366,28,>3,"NA
",30/04/2012
33367,28,<4,"NA
",04/05/2012
33368,28,>4,"NA
",12/05/2012
33369,28,>5,"NA
",14/05/2012
33370,28,<6,"NA
",03/06/2012
33371,28,>6,"NA
",15/06/2012
33372,28,<2,"NA
",26/04/2013
33373,28,<3,"NA
",04/05/2013
33374,28,>3,"NA
",06/05/2013
33375,28,<4,"NA
",08/05/2013
33376,28,>4,"NA
",10/05/2013
33377,28,>5,"NA
",16/05/2013
33378,28,<6,"NA
",05/06/2013
33379,28,>6,"NA
",09/06/2013
33380,29,<1,"NA
",02/04/2007
33381,29,<3,"NA
",06/04/2007
33382,29,<4,"NA
",10/04/2007
33383,29,<5,"NA
",18/04/2007
33384,29,<6,"NA
",16/05/2007
33385,29,<1,"NA
",01/04/2008
33386,29,<2,"NA
",05/04/2008
33387,29,<3,"NA
",07/04/2008
33388,29,>3,"NA
",20/04/2008
33389,29,<4,"NA
",25/04/2008
33390,29,>4,"NA
",27/04/2008
33391,29,<5,"NA
",07/05/2008
33392,29,<6,"NA
",19/05/2008
33393,29,>1,"NA
",28/03/2009
33394,29,<2,"NA
",30/03/2009
33395,29,<3,"NA
",06/04/2009
33396,29,>3,"NA
",12/04/2009
33397,29,<4,"NA
",14/04/2009
33398,29,>4,"NA
",16/04/2009
33399,29,<5,"NA
",22/04/2009
33400,29,>5,"NA
",26/04/2009
33401,29,>6,"NA
",16/05/2009
33402,29,>1,"NA
",11/04/2010
33403,29,<3,"NA
",13/04/2010
33404,29,>3,"NA
",19/04/2010
33405,29,<4,"NA
",23/04/2010
33406,29,>4,"NA
",23/04/2010
33407,29,<5,"NA
",09/05/2010
33408,29,>5,"NA
",15/05/2010
33409,29,<6,"NA
",02/06/2010
33410,29,>6,"NA
",06/06/2010
33411,29,<1,"NA
",29/03/2011
33412,29,>1,"NA
",01/04/2011
33413,29,<2,"NA
",03/04/2011
33414,29,>3,"NA
",07/04/2011
33415,29,<4,"NA
",09/04/2011
33416,29,>4,"NA
",15/04/2011
33417,29,<5,"NA
",17/04/2011
33418,29,>5,"NA
",21/04/2011
33419,29,<6,"NA
",29/04/2011
33420,29,>6,"NA
",03/05/2011
33421,29,<2,"NA
",28/03/2012
33422,29,<3,"NA
",02/04/2012
33423,29,>3,"NA
",04/04/2012
33424,29,<4,"NA
",06/04/2012
33425,29,>4,"NA
",10/04/2012
33426,29,>5,"NA
",06/05/2012
33427,29,<6,"NA
",26/05/2012
33428,29,>6,"NA
",03/06/2012
33429,29,<2,"NA
",22/04/2013
33430,29,>2,"NA
",24/04/2013
33431,29,>3,"NA
",26/04/2013
33432,29,>4,"NA
",04/05/2013
33433,29,<5,"NA
",10/05/2013
33434,29,>5,"NA
",12/05/2013
33435,29,<6,"NA
",28/05/2013
33436,29,>6,"NA
",03/06/2013
33437,30,0,"NA
",02/04/2007
33438,30,<1,"NA
",04/04/2007
33439,30,<3,"NA
",06/04/2007
33440,30,<4,"NA
",10/04/2007
33441,30,<5,"NA
",20/04/2007
33442,30,<6,"NA
",04/05/2007
33443,30,<1,"NA
",03/04/2011
33444,30,<2,"NA
",07/04/2011
33445,30,<3,"NA
",09/04/2011
33446,30,>3,"NA
",11/04/2011
33447,30,<4,"NA
",15/04/2011
33448,30,>4,"NA
",19/04/2011
33449,30,<5,"NA
",21/04/2011
33450,30,>5,"NA
",23/04/2011
33451,30,<6,"NA
",01/05/2011
33452,30,>6,"NA
",15/05/2011
33453,30,<2,"NA
",06/04/2012
33454,30,>2,"NA
",10/04/2012
33455,30,<3,"NA
",12/04/2012
33456,30,<4,"NA
",22/04/2012
33457,30,>4,"NA
",02/05/2012
33458,30,<5,"NA
",12/05/2012
33459,30,>5,"NA
",14/05/2012
33460,30,<6,"NA
",28/05/2012
33461,30,>6,"NA
",09/06/2012
33462,30,>1,"NA
",22/04/2013
33463,30,<2,"NA
",24/04/2013
33464,30,>2,"NA
",26/04/2013
33465,30,<4,"NA
",04/05/2013
33466,30,>4,"NA
",06/05/2013
33467,30,>5,"NA
",16/05/2013
33468,30,<6,"NA
",28/05/2013
33469,30,>6,"NA
",05/06/2013
33470,31,0,"NA
",02/04/2007
33471,31,<1,"NA
",04/04/2007
33472,31,<2,"NA
",06/04/2007
33473,31,<3,"NA
",14/04/2007
33474,31,<4,"NA
",16/04/2007
33475,31,<6,"NA
",10/05/2007
33476,31,0,"NA
",01/04/2008
33477,31,<1,"NA
",09/04/2008
33478,31,>1,"NA
",20/04/2008
33479,31,<2,"NA
",25/04/2008
33480,31,<3,"NA
",27/04/2008
33481,31,>3,"NA
",07/05/2008
33482,31,>4,"NA
",09/05/2008
33483,31,<5,"NA
",11/05/2008
33484,31,<6,"NA
",19/05/2008
33485,31,0,"NA
",06/04/2009
33486,31,<1,"NA
",08/04/2009
33487,31,<2,"NA
",18/04/2009
33488,31,<3,"NA
",20/04/2009
33489,31,<4,"NA
",26/04/2009
33490,31,>4,"NA
",30/04/2009
33491,31,<5,"NA
",04/05/2009
33492,31,>5,"NA
",12/05/2009
33493,31,<6,"NA
",30/05/2009
33494,31,>6,"NA
",01/06/2009
33495,31,0,"NA
",19/04/2010
33496,31,<1,"NA
",21/04/2010
33497,31,>1,"NA
",23/04/2010
33498,31,<3,"NA
",29/04/2010
33499,31,>3,"NA
",01/05/2010
33500,31,<4,"NA
",09/05/2010
33501,31,<5,"NA
",11/05/2010
33502,31,>5,"NA
",15/05/2010
33503,31,<6,"NA
",25/05/2010
33504,31,<1,"NA
",29/03/2011
33505,31,<2,"NA
",07/04/2011
33506,31,>2,"NA
",09/04/2011
33507,31,<3,"NA
",11/04/2011
33508,31,>3,"NA
",17/04/2011
33509,31,<4,"NA
",21/04/2011
33510,31,>4,"NA
",23/04/2011
33511,31,<5,"NA
",25/04/2011
33512,31,>5,"NA
",27/04/2011
33513,31,<6,"NA
",07/05/2011
33514,31,>6,"NA
",17/05/2011
33515,31,<2,"NA
",28/03/2012
33516,31,>2,"NA
",10/04/2012
33517,31,<3,"NA
",30/04/2012
33518,31,>3,"NA
",04/05/2012
33519,31,<4,"NA
",12/05/2012
33520,31,>4,"NA
",18/05/2012
33521,31,>5,"NA
",14/05/2012
33522,31,<6,"NA
",11/06/2012
33523,31,>6,"NA
",19/06/2012
33524,31,>1,"NA
",22/04/2013
33525,31,<2,"NA
",28/04/2013
33526,31,<3,"NA
",06/05/2013
33527,31,<4,"NA
",08/05/2013
33528,31,>4,"NA
",10/05/2013
33529,31,>5,"NA
",16/05/2013
33530,31,<6,"NA
",05/06/2013
33531,31,>6,"NA
",09/06/2013
33532,32,0,"NA
",02/04/2007
33533,32,<1,"NA
",06/04/2007
33534,32,<2,"NA
",04/04/2007
33535,32,<3,"NA
",12/04/2007
33536,32,<4,"NA
",14/04/2007
33537,32,<5,"NA
",18/04/2007
33538,32,<6,"NA
",14/05/2007
33539,32,<1,"NA
",03/04/2011
33540,32,>1,"NA
",07/04/2011
33541,32,>2,"NA
",09/04/2011
33542,32,<3,"NA
",11/04/2011
33543,32,<4,"NA
",13/04/2011
33544,32,>4,"NA
",19/04/2011
33545,32,<6,"NA
",01/05/2011
33546,32,>6,"NA
",13/05/2011
33547,32,<2,"NA
",26/04/2013
33548,32,<3,"NA
",02/05/2013
33549,32,<4,"NA
",04/05/2013
33550,32,>4,"NA
",08/05/2013
33551,32,<5,"NA
",12/05/2013
33552,32,>5,"NA
",16/05/2013
33553,32,<6,"NA
",07/06/2013
33554,32,>6,"NA
",09/06/2013
33555,33,0,"NA
",02/04/2007
33556,33,<1,"NA
",04/04/2007
33557,33,<2,"NA
",10/04/2007
33558,33,<3,"NA
",14/04/2007
33559,33,<4,"NA
",16/04/2007
33560,33,<5,"NA
",26/04/2007
33561,33,<6,"NA
",14/05/2007
33562,33,>1,"NA
",09/04/2011
33563,33,<2,"NA
",11/04/2011
33564,33,<3,"NA
",13/04/2011
33565,33,>3,"NA
",15/04/2011
33566,33,<4,"NA
",19/04/2011
33567,33,>4,"NA
",21/04/2011
33568,33,<6,"NA
",03/05/2011
33569,33,>6,"NA
",11/05/2011
33570,33,<2,"NA
",26/04/2013
33571,33,>2,"NA
",02/05/2013
33572,33,>3,"NA
",06/05/2013
33573,33,<4,"NA
",08/05/2013
33574,33,>4,"NA
",10/05/2013
33575,33,>5,"NA
",16/05/2013
33576,33,>6,"NA
",05/06/2013
33577,34,0,"NA
",02/04/2007
33578,34,<1,"NA
",06/04/2007
33579,34,<3,"NA
",10/04/2007
33580,34,<5,"NA
",28/04/2007
33581,34,<6,"NA
",30/05/2007
33582,34,0,"NA
",01/04/2008
33583,34,<3,"NA
",25/04/2008
33584,34,<4,"NA
",07/05/2008
33585,34,>4,"NA
",09/05/2008
33586,34,<6,"NA
",19/05/2008
33587,34,0,"NA
",06/04/2009
33588,34,<1,"NA
",08/04/2009
33589,34,<3,"NA
",16/04/2009
33590,34,>3,"NA
",18/04/2009
33591,34,<4,"NA
",28/04/2009
33592,34,>4,"NA
",30/04/2009
33593,34,0,"NA
",25/04/2010
33594,34,<1,"NA
",27/04/2010
33595,34,>1,"NA
",23/04/2010
33596,34,<3,"NA
",01/05/2010
33597,34,>3,"NA
",03/05/2010
33598,34,<4,"NA
",09/05/2010
33599,34,>4,"NA
",09/05/2010
33600,35,<1,"NA
",02/04/2007
33601,35,<3,"NA
",06/04/2007
33602,35,<6,"NA
",16/05/2007
33603,35,<2,"NA
",07/04/2011
33604,35,<3,"NA
",09/04/2011
33605,35,>3,"NA
",11/04/2011
33606,35,<4,"NA
",17/04/2011
33607,35,>4,"NA
",21/04/2011
33608,35,<6,"NA
",03/05/2011
33609,35,>6,"NA
",09/05/2011
33610,35,0,"NA
",26/04/2013
33611,35,>1,"NA
",24/04/2013
33612,35,<2,"NA
",28/04/2013
33613,35,>3,"NA
",04/05/2013
33614,35,>4,"NA
",14/05/2013
33615,35,>5,"NA
",16/05/2013
33616,36,<1,"NA
",02/04/2007
33617,36,<3,"NA
",06/04/2007
33618,36,<4,"NA
",14/04/2007
33619,36,<6,"NA
",20/05/2007
33620,36,>1,"NA
",09/04/2011
33621,36,>2,"NA
",13/04/2011
33622,36,>3,"NA
",15/04/2011
33623,36,<4,"NA
",17/04/2011
33624,36,>4,"NA
",21/04/2011
33625,36,<5,"NA
",25/04/2011
33626,36,>5,"NA
",27/04/2011
33627,36,<6,"NA
",11/05/2011
33628,36,>6,"NA
",17/05/2011
33629,36,0,"NA
",26/04/2013
33630,36,<2,"NA
",28/04/2013
33631,36,>3,"NA
",04/05/2013
33632,36,>4,"NA
",08/05/2013
33633,36,>5,"NA
",24/05/2013
33634,36,<6,"NA
",13/06/2013
33635,37,<1,"NA
",02/04/2007
33636,37,<2,"NA
",04/04/2007
33637,37,<3,"NA
",06/04/2007
33638,37,<4,"NA
",10/04/2007
33639,37,<5,"NA
",18/04/2007
33640,37,<6,"NA
",04/05/2007
33641,37,<1,"NA
",03/04/2011
33642,37,<2,"NA
",07/04/2011
33643,37,<3,"NA
",09/04/2011
33644,37,<4,"NA
",11/04/2011
33645,37,>4,"NA
",15/04/2011
33646,37,<5,"NA
",21/04/2011
33647,37,>5,"NA
",23/04/2011
33648,37,<6,"NA
",01/05/2011
33649,37,>6,"NA
",11/05/2011
33650,37,>2,"NA
",26/04/2013
33651,37,<3,"NA
",02/05/2013
33652,37,>3,"NA
",04/05/2013
33653,37,<4,"NA
",06/05/2013
33654,37,>4,"NA
",10/05/2013
33655,37,>5,"NA
",16/05/2013
33656,37,<6,"NA
",05/06/2013
33657,37,>6,"NA
",13/06/2013
33658,38,0,"NA
",02/04/2007
33659,38,<2,"NA
",04/04/2007
33660,38,<3,"NA
",10/04/2007
33661,38,<4,"NA
",12/04/2007
33662,38,<5,"NA
",20/04/2007
33663,38,<6,"NA
",10/05/2007
33664,38,<1,"NA
",05/04/2011
33665,38,<2,"NA
",07/04/2011
33666,38,<3,"NA
",09/04/2011
33667,38,>3,"NA
",11/04/2011
33668,38,<4,"NA
",13/04/2011
33669,38,>4,"NA
",17/04/2011
33670,38,<6,"NA
",01/05/2011
33671,38,>6,"NA
",13/05/2011
33672,38,0,"NA
",26/04/2013
33673,38,<2,"NA
",30/04/2013
33674,38,<3,"NA
",02/05/2013
33675,38,>3,"NA
",04/05/2013
33676,38,<4,"NA
",06/05/2013
33677,38,>4,"NA
",08/05/2013
33678,38,>5,"NA
",16/05/2013
33679,38,<6,"NA
",28/05/2013
33680,38,>6,"NA
",09/06/2013
33681,39,0,"NA
",02/04/2007
33682,39,<2,"NA
",04/04/2007
33683,39,<3,"NA
",10/04/2007
33684,39,<4,"NA
",12/04/2007
33685,39,<5,"NA
",20/04/2007
33686,39,<6,"NA
",06/05/2007
33687,39,<1,"NA
",03/04/2011
33688,39,<2,"NA
",07/04/2011
33689,39,<3,"NA
",09/04/2011
33690,39,>3,"NA
",11/04/2011
33691,39,<4,"NA
",15/04/2011
33692,39,>4,"NA
",19/04/2011
33693,39,<5,"NA
",23/04/2011
33694,39,>5,"NA
",25/04/2011
33695,39,<6,"NA
",09/05/2011
33696,39,>6,"NA
",15/05/2011
33697,39,>2,"NA
",26/04/2013
33698,39,<3,"NA
",30/04/2013
33699,39,>3,"NA
",04/05/2013
33700,39,<4,"NA
",06/05/2013
33701,39,>5,"NA
",16/05/2013
33702,39,<6,"NA
",05/06/2013
33703,39,>6,"NA
",09/06/2013
33704,40,0,"NA
",02/04/2007
33705,40,<1,"NA
",04/04/2007
33706,40,<2,"NA
",08/04/2007
33707,40,<4,"NA
",10/04/2007
33708,40,<5,"NA
",18/04/2007
33709,40,<6,"NA
",04/05/2007
33710,40,<1,"NA
",07/04/2011
33711,40,>3,"NA
",11/04/2011
33712,40,<4,"NA
",17/04/2011
33713,40,>4,"NA
",19/04/2011
33714,40,<5,"NA
",21/04/2011
33715,40,>5,"NA
",23/04/2011
33716,40,<6,"NA
",03/05/2011
33717,40,>6,"NA
",09/05/2011
33718,40,<2,"NA
",26/04/2013
33719,40,<3,"NA
",30/04/2013
33720,40,>3,"NA
",02/05/2013
33721,40,>4,"NA
",06/05/2013
33722,40,<5,"NA
",10/05/2013
33723,40,>5,"NA
",12/05/2013
33724,40,<6,"NA
",03/06/2013
33725,40,>6,"NA
",07/06/2013
33726,41,0,"NA
",02/04/2007
33727,41,<2,"NA
",06/04/2007
33728,41,<4,"NA
",10/04/2007
33729,41,<5,"NA
",18/04/2007
33730,41,<6,"NA
",04/05/2007
33731,41,<1,"NA
",07/04/2011
33732,41,<3,"NA
",11/04/2011
33733,41,>3,"NA
",15/04/2011
33734,41,<4,"NA
",17/04/2011
33735,41,>4,"NA
",19/04/2011
33736,41,<5,"NA
",23/04/2011
33737,41,>5,"NA
",25/04/2011
33738,41,<6,"NA
",03/05/2011
33739,41,>6,"NA
",13/05/2011
33740,41,0,"NA
",26/04/2013
33741,41,<3,"NA
",30/04/2013
33742,41,>3,"NA
",04/05/2013
33743,41,>4,"NA
",08/05/2013
33744,41,>5,"NA
",18/05/2013
33745,41,<6,"NA
",03/06/2013
33746,41,>6,"NA
",09/06/2013
33747,42,<1,"NA
",02/04/2007
33748,42,<2,"NA
",04/04/2007
33749,42,<3,"NA
",08/04/2007
33750,42,<4,"NA
",10/04/2007
33751,42,<5,"NA
",18/04/2007
33752,42,<6,"NA
",04/05/2007
33753,42,<1,"NA
",03/04/2011
33754,42,<2,"NA
",05/04/2011
33755,42,<3,"NA
",09/04/2011
33756,42,>3,"NA
",13/04/2011
33757,42,<4,"NA
",15/04/2011
33758,42,>4,"NA
",17/04/2011
33759,42,<5,"NA
",21/04/2011
33760,42,>5,"NA
",23/04/2011
33761,42,<6,"NA
",01/05/2011
33762,42,>6,"NA
",11/05/2011
33763,42,>1,"NA
",22/04/2013
33764,42,<2,"NA
",26/04/2013
33765,42,<3,"NA
",30/04/2013
33766,42,>3,"NA
",04/05/2013
33767,42,<4,"NA
",06/05/2013
33768,42,>4,"NA
",08/05/2013
33769,42,<5,"NA
",10/05/2013
33770,42,>5,"NA
",14/05/2013
33771,42,<6,"NA
",03/06/2013
33772,42,>6,"NA
",07/06/2013
33773,43,0,"NA
",02/04/2007
33774,43,<2,"NA
",04/04/2007
33775,43,<3,"NA
",08/04/2007
33776,43,<4,"NA
",16/04/2007
33777,43,<5,"NA
",22/04/2007
33778,43,<6,"NA
",06/05/2007
33779,43,<1,"NA
",07/04/2011
33780,43,<2,"NA
",11/04/2011
33781,43,<3,"NA
",13/04/2011
33782,43,>3,"NA
",17/04/2011
33783,43,<4,"NA
",19/04/2011
33784,43,>4,"NA
",21/04/2011
33785,43,<5,"NA
",25/04/2011
33786,43,>5,"NA
",27/04/2011
33787,43,<6,"NA
",01/05/2011
33788,43,>6,"NA
",11/05/2011
33789,43,>1,"NA
",24/04/2013
33790,43,<3,"NA
",30/04/2013
33791,43,>3,"NA
",06/05/2013
33792,43,<4,"NA
",10/05/2013
33793,43,>4,"NA
",12/05/2013
33794,43,>5,"NA
",16/05/2013
33795,43,<6,"NA
",05/06/2013
33796,43,>6,"NA
",09/06/2013
33797,44,0,"NA
",02/04/2007
33798,44,<1,"NA
",06/04/2007
33799,44,<3,"NA
",14/04/2007
33800,44,<4,"NA
",26/04/2007
33801,44,<5,"NA
",28/04/2007
33802,44,<6,"NA
",14/05/2007
33803,44,<1,"NA
",07/04/2011
33804,44,>1,"NA
",09/04/2011
33805,44,<2,"NA
",15/04/2011
33806,44,<3,"NA
",17/04/2011
33807,44,>3,"NA
",23/04/2011
33808,44,<4,"NA
",25/04/2011
33809,44,<5,"NA
",27/04/2011
33810,44,>5,"NA
",03/05/2011
33811,44,<6,"NA
",05/05/2011
33812,44,>6,"NA
",13/05/2011
33813,44,0,"NA
",26/04/2013
33814,44,<2,"NA
",30/04/2013
33815,44,>2,"NA
",06/05/2013
33816,44,<3,"NA
",04/05/2013
33817,44,>3,"NA
",12/05/2013
33818,44,<4,"NA
",14/05/2013
33819,44,>4,"NA
",20/05/2013
33820,44,<5,"NA
",16/05/2013
33821,44,>5,"NA
",20/05/2013
33822,44,<6,"NA
",05/06/2013
33823,45,0,"NA
",02/04/2007
33824,45,<1,"NA
",06/04/2007
33825,45,<3,"NA
",20/04/2007
33826,45,<4,"NA
",24/04/2007
33827,45,<6,"NA
",14/05/2007
33828,45,<2,"NA
",07/04/2011
33829,45,>2,"NA
",09/04/2011
33830,45,<3,"NA
",15/04/2011
33831,45,>3,"NA
",21/04/2011
33832,45,<4,"NA
",23/04/2011
33833,45,>4,"NA
",25/04/2011
33834,45,<6,"NA
",11/05/2011
33835,45,>6,"NA
",17/05/2011
33836,45,0,"NA
",26/04/2013
33837,45,>1,"NA
",30/04/2013
33838,45,<2,"NA
",04/05/2013
33839,45,<3,"NA
",10/05/2013
33840,45,>3,"NA
",12/05/2013
33841,45,<4,"NA
",18/05/2013
33842,45,>4,"NA
",20/05/2013
33843,45,<6,"NA
",05/06/2013
33844,45,>6,"NA
",13/06/2013
33845,46,0,"NA
",02/04/2007
33846,46,<2,"NA
",06/04/2007
33847,46,<3,"NA
",12/04/2007
33848,46,<4,"NA
",14/04/2007
33849,46,<5,"NA
",20/04/2007
33850,46,<6,"NA
",12/05/2007
33851,46,0,"NA
",01/04/2008
33852,46,<2,"NA
",20/04/2008
33853,46,<3,"NA
",25/04/2008
33854,46,>3,"NA
",27/04/2008
33855,46,<4,"NA
",05/05/2008
33856,46,>4,"NA
",07/05/2008
33857,46,<5,"NA
",11/05/2008
33858,46,<6,"NA
",17/05/2008
33859,46,<1,"NA
",30/03/2009
33860,46,>1,"NA
",12/04/2009
33861,46,<3,"NA
",18/04/2009
33862,46,<4,"NA
",20/04/2009
33863,46,>4,"NA
",26/04/2009
33864,46,<6,"NA
",18/05/2009
33865,46,>6,"NA
",05/06/2009
33866,46,>1,"NA
",19/04/2010
33867,46,<3,"NA
",25/04/2010
33868,46,<4,"NA
",29/04/2010
33869,46,>4,"NA
",01/05/2010
33870,46,<6,"NA
",29/05/2010
33871,46,>6,"NA
",06/06/2010
33872,46,<1,"NA
",05/04/2011
33873,46,<2,"NA
",09/04/2011
33874,46,<3,"NA
",11/04/2011
33875,46,>3,"NA
",15/04/2011
33876,46,<4,"NA
",17/04/2011
33877,46,>4,"NA
",21/04/2011
33878,46,<6,"NA
",01/05/2011
33879,46,>6,"NA
",11/05/2011
33880,46,0,"NA
",10/04/2012
33881,46,<2,"NA
",14/04/2012
33882,46,>2,"NA
",26/04/2012
33883,46,<3,"NA
",30/04/2012
33884,46,>3,"NA
",04/05/2012
33885,46,<4,"NA
",06/05/2012
33886,46,>4,"NA
",14/05/2012
33887,46,>5,"NA
",14/05/2012
33888,46,<6,"NA
",03/06/2012
33889,46,>6,"NA
",13/06/2012
33890,46,0,"NA
",26/04/2013
33891,46,<2,"NA
",02/05/2013
33892,46,<3,"NA
",04/05/2013
33893,46,<4,"NA
",06/05/2013
33894,46,>4,"NA
",10/05/2013
33895,46,<6,"NA
",03/06/2013
33896,46,>6,"NA
",07/06/2013
33897,47,0,"NA
",02/04/2007
33898,47,<1,"NA
",08/04/2007
33899,47,<2,"NA
",12/04/2007
33900,47,<4,"NA
",20/04/2007
33901,47,<5,"NA
",22/04/2007
33902,47,<6,"NA
",08/05/2007
33903,47,0,"NA
",01/04/2008
33904,47,>1,"NA
",21/04/2008
33905,47,<3,"NA
",25/04/2008
33906,47,>3,"NA
",27/04/2008
33907,47,>4,"NA
",07/05/2008
33908,47,<5,"NA
",11/05/2008
33909,47,<6,"NA
",19/05/2008
33910,47,<1,"NA
",04/04/2009
33911,47,>1,"NA
",16/04/2009
33912,47,<3,"NA
",18/04/2009
33913,47,>3,"NA
",20/04/2009
33914,47,>4,"NA
",26/04/2009
33915,47,<1,"NA
",19/04/2010
33916,47,>1,"NA
",21/04/2010
33917,47,>2,"NA
",27/04/2010
33918,47,<3,"NA
",29/04/2010
33919,47,>3,"NA
",29/04/2010
33920,47,<4,"NA
",03/05/2010
33921,47,>4,"NA
",09/05/2010
33922,47,<5,"NA
",11/05/2010
33923,47,<6,"NA
",29/05/2010
33924,47,<1,"NA
",05/04/2011
33925,47,<2,"NA
",11/04/2011
33926,47,>2,"NA
",13/04/2011
33927,47,<3,"NA
",15/04/2011
33928,47,>3,"NA
",17/04/2011
33929,47,<4,"NA
",21/04/2011
33930,47,>4,"NA
",23/04/2011
33931,47,<6,"NA
",05/05/2011
33932,47,>6,"NA
",11/05/2011
33933,47,<2,"NA
",06/04/2012
33934,47,<3,"NA
",30/04/2012
33935,47,>3,"NA
",04/05/2012
33936,47,<4,"NA
",08/05/2012
33937,47,>4,"NA
",20/05/2012
33938,47,>5,"NA
",14/05/2012
33939,47,<6,"NA
",11/06/2012
33940,47,>6,"NA
",15/06/2012
33941,47,0,"NA
",26/04/2013
33942,47,>1,"NA
",30/04/2013
33943,47,<2,"NA
",02/05/2013
33944,47,>2,"NA
",04/05/2013
33945,47,<3,"NA
",06/05/2013
33946,47,<4,"NA
",08/05/2013
33947,47,>4,"NA
",12/05/2013
33948,47,>5,"NA
",16/05/2013
33949,47,<6,"NA
",05/06/2013
33950,47,>6,"NA
",09/06/2013
33951,48,0,"NA
",02/04/2007
33952,48,<1,"NA
",04/04/2007
33953,48,<3,"NA
",16/04/2007
33954,48,<4,"NA
",22/04/2007
33955,48,<6,"NA
",14/05/2007
33956,48,<1,"NA
",07/04/2011
33957,48,<2,"NA
",09/04/2011
33958,48,<3,"NA
",15/04/2011
33959,48,<4,"NA
",21/04/2011
33960,48,>4,"NA
",23/04/2011
33961,48,<6,"NA
",09/05/2011
33962,48,>6,"NA
",17/05/2011
33963,48,0,"NA
",26/04/2013
33964,48,<2,"NA
",08/05/2013
33965,48,<3,"NA
",12/05/2013
33966,48,>3,"NA
",16/05/2013
33967,48,<4,"NA
",18/05/2013
33968,48,>4,"NA
",24/05/2013
33969,48,<6,"NA
",09/06/2013
33970,49,0,"NA
",02/04/2007
33971,49,<1,"NA
",04/04/2007
33972,49,<2,"NA
",16/04/2007
33973,49,<3,"NA
",20/04/2007
33974,49,<4,"NA
",26/04/2007
33975,49,<5,"NA
",28/04/2007
33976,49,<6,"NA
",16/05/2007
33977,49,0,"NA
",01/04/2008
33978,49,<1,"NA
",20/04/2008
33979,49,<2,"NA
",25/04/2008
33980,49,>2,"NA
",27/04/2008
33981,49,>3,"NA
",07/05/2008
33982,49,>4,"NA
",09/05/2008
33983,49,<5,"NA
",11/05/2008
33984,49,<6,"NA
",19/05/2008
33985,49,<1,"NA
",08/04/2009
33986,49,<2,"NA
",20/04/2009
33987,49,<3,"NA
",26/04/2009
33988,49,<4,"NA
",04/05/2009
33989,49,>4,"NA
",10/05/2009
33990,49,>5,"NA
",28/05/2009
33991,49,<6,"NA
",01/06/2009
33992,49,>6,"NA
",07/06/2009
33993,49,<1,"NA
",23/04/2010
33994,49,>1,"NA
",19/04/2010
